No,Dep,Mun,Est,Zo,ET
1,1,1,D,P,1
2,1,2,C,G,1
3,1,3,A,G,1
4,1,3,D,P,1
5,1,3,D,P,2
6,1,5,A,G,1
7,1,5,C,G,1
8,1,5,C,G,2
9,1,5,D,P,1
10,1,5,D,P,1
11,1,5,D,P,2
12,1,7,C,G,1
13,1,7,C,G,1
14,1,10,B,G,1
15,1,10,C,G,1
16,1,11,B,G,1
17,1,11,C,G,1
18,1,12,B,G,1
19,1,12,C,G,1
20,1,12,D,P,1
21,1,13,A,G,1
22,1,13,A,G,2
23,1,13,C,G,1
24,1,13,C,G,2
25,1,13,D,P,1
26,1,13,D,P,2
27,1,14,A,G,1
28,1,14,A,G,1
29,1,16,A,G,1
30,1,16,A,G,1
31,1,16,A,G,1
32,1,16,A,G,1
33,1,16,A,G,1
34,1,16,C,G,1
35,1,16,C,G,1
36,1,16,C,G,1
37,2,1,C,G,1
38,2,1,C,G,1
39,2,1,C,G,2
40,2,1,D,P,1
41,2,2,D,P,1
42,2,2,D,P,1
43,2,2,D,P,1
44,2,2,D,P,1
45,2,2,D,P,1
46,2,2,D,P,2
47,2,2,D,P,2
48,2,2,D,P,2
49,2,3,D,P,1
50,2,3,D,P,2
51,2,4,A,G,1
52,2,5,A,G,1
53,2,5,A,G,2
54,2,5,D,P,1
55,2,6,A,G,1
56,2,6,C,G,1
57,2,6,D,P,1
58,2,6,D,P,1
59,2,6,D,P,2
60,2,7,C,G,1
61,2,7,D,P,1
62,2,7,D,P,1
63,2,7,D,P,2
64,2,7,D,P,2
65,2,8,D,P,1
66,3,1,C,G,1
67,3,1,C,G,1
68,3,2,C,G,1
69,3,3,A,G,1
70,3,5,B,G,1
71,3,6,B,G,1
72,3,11,B,G,1
73,3,11,B,G,1
74,3,13,B,G,1
75,3,14,A,G,1
76,3,14,B,G,1
77,3,14,B,G,1
78,3,14,D,P,1
79,3,15,D,P,1
80,4,2,C,G,1
81,4,2,D,P,1
82,4,3,C,G,1
83,4,3,C,G,1
84,4,3,C,G,1
85,4,3,D,P,1
86,4,3,D,P,1
87,4,3,D,P,1
88,4,3,D,P,1
89,4,3,D,P,1
90,4,3,D,P,1
91,4,4,B,G,1
92,4,6,B,G,1
93,4,6,C,G,1
94,4,6,C,G,1
95,4,6,C,G,1
96,4,6,C,G,1
97,4,6,C,G,1
98,4,6,C,G,1
99,4,7,B,G,1
100,4,7,B,G,1
101,4,7,C,G,1
102,4,7,D,P,1
103,4,8,A,G,1
104,4,8,C,G,1
105,4,8,D,P,1
106,4,9,C,G,1
107,4,10,B,G,1
108,4,11,A,G,1
109,4,11,C,G,1
110,4,11,C,G,1
111,4,12,A,G,1
112,4,12,C,G,1
113,4,12,C,G,1
114,4,15,C,G,1
115,4,15,C,G,1
116,4,15,C,G,1
117,5,1,A,G,1
118,5,1,A,G,1
119,5,1,A,G,1
120,5,1,A,G,1
121,5,1,A,G,1
122,5,1,C,G,1
123,5,1,C,G,1
124,5,1,D,P,1
125,5,2,A,G,1
126,5,2,A,G,1
127,5,2,A,G,1
128,5,2,A,G,1
129,5,2,A,G,1
130,5,2,A,G,1
131,5,2,A,G,1
132,5,2,A,G,1
133,5,2,A,G,1
134,5,3,A,G,1
135,5,3,A,G,1
136,5,3,A,G,1
137,5,3,A,G,1
138,5,3,A,G,1
139,5,3,A,G,1
140,5,3,A,G,1
141,5,3,A,G,1
142,5,3,A,G,2
143,5,3,A,G,2
144,5,3,A,G,2
145,5,4,A,G,1
146,5,4,A,G,1
147,5,4,A,G,1
148,5,4,A,G,1
149,5,4,A,G,1
150,5,4,A,G,1
151,5,4,A,G,1
152,5,4,C,G,1
153,5,4,C,G,1
154,5,4,C,G,1
155,5,5,A,G,1
156,5,5,A,G,1
157,5,5,A,G,1
158,5,5,A,G,1
159,5,5,A,G,1
160,5,5,A,G,2
161,5,5,D,P,1
162,5,6,A,G,1
163,5,6,A,G,1
164,5,6,A,G,1
165,5,6,A,G,1
166,5,6,A,G,1
167,5,6,A,G,1
168,5,6,A,G,1
169,5,6,A,G,1
170,5,6,A,G,1
171,5,6,A,G,1
172,5,6,A,G,1
173,5,6,A,G,1
174,5,6,A,G,1
175,5,6,A,G,1
176,5,6,A,G,2
177,5,6,A,G,2
178,5,6,A,G,2
179,5,6,A,G,2
180,5,6,A,G,2
181,5,6,A,G,2
182,5,7,A,G,1
183,5,7,A,G,1
184,5,7,A,G,1
185,5,7,A,G,1
186,5,7,A,G,1
187,5,7,A,G,1
188,5,7,A,G,1
189,5,7,A,G,1
190,5,7,A,G,1
191,5,7,A,G,1
192,5,7,A,G,1
193,5,7,A,G,1
194,5,7,A,G,1
195,5,7,A,G,1
196,5,7,A,G,2
197,5,7,A,G,2
198,5,7,A,G,2
199,5,7,A,G,2
200,5,7,A,G,2
201,5,7,A,G,2
202,5,8,A,G,1
203,5,8,A,G,1
204,5,8,A,G,1
205,5,8,A,G,1
206,5,8,A,G,2
207,5,8,C,G,1
208,5,8,C,G,1
209,5,8,C,G,2
210,5,8,C,G,2
211,5,9,A,G,1
212,5,9,A,G,1
213,5,9,A,G,1
214,5,9,A,G,1
215,5,9,A,G,1
216,5,9,A,G,1
217,5,9,A,G,1
218,5,9,A,G,1
219,5,9,A,G,1
220,5,9,A,G,2
221,5,9,A,G,2
222,5,9,A,G,2
223,5,9,A,G,2
224,5,9,A,G,2
225,5,9,A,G,2
226,5,9,C,G,1
227,5,10,A,G,1
228,5,10,A,G,1
229,5,10,A,G,2
230,5,11,A,G,1
231,5,11,D,P,1
232,5,12,A,G,1
233,5,12,A,G,1
234,5,12,A,G,1
235,5,12,A,G,2
236,5,13,A,G,1
237,5,13,A,G,1
238,5,13,A,G,1
239,5,13,A,G,1
240,5,13,A,G,1
241,5,13,A,G,1
242,5,13,A,G,1
243,5,13,A,G,1
244,5,13,A,G,1
245,5,13,A,G,1
246,5,13,A,G,1
247,5,13,A,G,1
248,5,13,A,G,1
249,5,13,A,G,1
250,5,13,A,G,1
251,5,13,A,G,1
252,5,13,A,G,2
253,5,13,A,G,2
254,5,13,A,G,2
255,5,13,A,G,2
256,5,13,A,G,2
257,5,13,A,G,2
258,5,13,A,G,2
259,5,13,A,G,2
260,5,13,A,G,2
261,5,13,C,G,1
262,5,13,C,G,2
263,5,14,A,G,1
264,5,14,A,G,1
265,5,14,A,G,1
266,5,14,A,G,1
267,5,14,A,G,1
268,5,14,A,G,2
269,5,14,A,G,2
270,6,1,D,P,1
271,6,2,A,G,1
272,6,2,A,G,1
273,6,2,A,G,1
274,6,2,A,G,1
275,6,2,A,G,1
276,6,2,A,G,1
277,6,2,A,G,1
278,6,2,A,G,1
279,6,2,C,G,1
280,6,2,C,G,1
281,6,3,A,G,1
282,6,4,C,G,1
283,6,5,C,G,1
284,6,5,D,P,1
285,6,6,A,G,1
286,6,6,C,G,1
287,6,6,C,G,2
288,6,6,D,P,1
289,6,6,D,P,1
290,6,6,D,P,2
291,6,6,D,P,2
292,6,8,A,G,1
293,6,8,A,G,1
294,6,8,A,G,1
295,6,8,A,G,1
296,6,8,A,G,1
297,6,8,A,G,1
298,6,8,A,G,1
299,6,8,A,G,1
300,6,8,A,G,1
301,6,8,A,G,1
302,6,8,A,G,1
303,6,8,A,G,2
304,6,8,A,G,2
305,6,8,A,G,2
306,6,8,A,G,2
307,6,8,A,G,2
308,6,8,A,G,2
309,6,8,C,G,1
310,6,8,C,G,1
311,6,8,C,G,1
312,6,8,C,G,2
313,6,8,C,G,2
314,6,8,C,G,2
315,6,8,D,P,1
316,6,9,A,G,1
317,6,9,A,G,1
318,6,9,A,G,1
319,6,9,A,G,1
320,6,9,A,G,1
321,6,9,A,G,1
322,6,9,A,G,1
323,6,9,A,G,1
324,6,9,A,G,1
325,6,9,A,G,1
326,6,9,A,G,1
327,6,9,A,G,1
328,6,9,A,G,2
329,6,9,A,G,2
330,6,9,A,G,2
331,6,9,A,G,2
332,6,9,C,G,1
333,6,9,C,G,1
334,6,9,C,G,1
335,6,9,C,G,2
336,6,9,D,P,1
337,6,10,A,G,1
338,6,10,A,G,1
339,6,10,C,G,1
340,6,10,C,G,1
341,6,10,C,G,1
342,6,10,C,G,2
343,6,11,A,G,1
344,6,12,A,G,1
345,6,12,A,G,1
346,6,12,A,G,1
347,6,12,C,G,1
348,6,13,A,G,1
349,6,13,A,G,1
350,6,13,A,G,1
351,6,13,A,G,1
352,6,13,A,G,1
353,6,13,A,G,1
354,6,13,A,G,2
355,6,13,A,G,2
356,6,13,A,G,2
357,6,13,A,G,2
358,6,13,C,G,1
359,6,13,C,G,2
360,6,14,A,G,1
361,6,14,A,G,1
362,6,14,A,G,1
363,6,14,A,G,1
364,6,14,C,G,1
365,7,1,B,G,1
366,7,1,B,G,1
367,7,5,A,G,1
368,7,6,A,G,1
369,7,6,C,G,1
370,7,9,C,G,1
371,7,12,C,G,1
372,7,13,A,G,1
373,7,13,A,G,1
374,7,13,A,G,1
375,7,13,C,G,1
376,7,17,B,G,1
377,7,18,D,P,1
378,7,18,D,P,1
379,7,19,A,G,1
380,7,19,A,G,1
381,7,19,B,G,1
382,7,19,C,G,1
383,7,19,C,G,1
384,7,19,C,G,1
385,8,1,B,G,1
386,8,1,B,G,1
387,8,1,C,G,1
388,8,2,B,G,1
389,8,2,B,G,1
390,8,3,B,G,1
391,8,3,C,G,1
392,8,3,C,G,1
393,8,5,B,G,1
394,8,5,C,G,1
395,8,5,D,P,1
396,8,5,D,P,1
397,8,6,C,G,1
398,9,1,C,G,1
399,9,1,D,P,1
400,9,2,B,G,1
401,9,2,B,G,1
402,9,3,C,G,1
403,9,4,B,G,1
404,9,4,D,P,1
405,9,6,D,P,1
406,9,9,C,G,1
407,9,12,B,G,1
408,9,16,A,G,1
409,9,16,C,G,1
410,9,17,A,G,1
411,9,17,A,G,1
412,9,17,A,G,1
413,9,17,A,G,1
414,9,17,A,G,1
415,9,17,A,G,2
416,9,19,A,G,1
417,9,19,A,G,1
418,9,19,A,G,2
419,9,20,A,G,1
420,9,20,A,G,1
421,9,20,A,G,1
422,9,20,A,G,1
423,9,20,A,G,1
424,9,20,A,G,1
425,9,20,A,G,1
426,9,20,A,G,1
427,9,20,A,G,2
428,9,20,A,G,2
429,9,20,A,G,2
430,9,20,A,G,2
431,9,20,A,G,2
432,9,20,A,G,2
433,9,20,A,G,2
434,9,21,A,G,1
435,9,21,A,G,1
436,9,21,A,G,1
437,9,21,A,G,1
438,9,21,A,G,2
439,9,22,A,G,1
440,9,22,A,G,1
441,9,22,A,G,2
442,9,24,D,P,1
443,10,1,A,G,1
444,10,2,A,G,1
445,10,2,A,G,1
446,10,2,A,G,1
447,10,2,A,G,1
448,10,2,A,G,1
449,10,2,A,G,2
450,10,2,A,G,2
451,10,2,A,G,2
452,10,3,A,G,1
453,10,3,A,G,1
454,10,3,A,G,1
455,10,3,A,G,1
456,10,4,A,G,1
457,10,4,A,G,2
458,10,5,A,G,1
459,10,5,A,G,1
460,10,5,A,G,2
461,10,5,A,G,2
462,10,6,A,G,1
463,10,6,A,G,1
464,10,6,A,G,1
465,10,6,A,G,2
466,10,7,A,G,1
467,10,7,A,G,1
468,10,7,A,G,1
469,10,7,A,G,2
470,10,7,A,G,2
471,10,7,A,G,2
472,10,7,C,G,1
473,10,7,C,G,2
474,10,13,A,G,1
475,10,13,A,G,1
476,10,13,A,G,1
477,10,13,A,G,1
478,10,13,A,G,1
479,10,13,A,G,1
480,10,13,A,G,1
481,10,13,A,G,2
482,10,13,A,G,2
483,10,13,A,G,2
484,10,14,A,G,1
485,10,14,A,G,1
486,10,14,A,G,2
487,10,14,C,G,1
488,10,14,C,G,2
489,10,15,A,G,1
490,10,15,A,G,1
491,10,15,A,G,1
492,10,15,A,G,1
493,10,15,A,G,1
494,10,15,A,G,1
495,10,15,A,G,2
496,10,17,A,G,1
497,10,20,A,G,1
498,10,20,A,G,1
499,10,20,A,G,1
500,10,20,A,G,2
501,10,21,A,G,1
502,10,21,A,G,1
503,10,21,A,G,1
504,10,21,A,G,1
505,10,21,A,G,2
506,10,21,A,G,2
507,10,21,A,G,2
508,10,21,A,G,2
509,11,1,A,G,1
510,11,1,A,G,1
511,11,1,A,G,1
512,11,1,A,G,1
513,11,1,A,G,1
514,11,1,A,G,2
515,11,1,A,G,2
516,11,1,A,G,2
517,11,1,C,G,1
518,11,1,C,G,1
519,11,1,C,G,1
520,11,1,C,G,1
521,11,1,C,G,1
522,11,1,C,G,2
523,11,1,C,G,2
524,11,1,D,P,1
525,11,2,D,P,1
526,11,2,D,P,2
527,11,3,A,G,1
528,11,3,A,G,1
529,11,3,A,G,1
530,11,3,A,G,2
531,11,3,C,G,1
532,11,3,C,G,2
533,11,5,A,G,1
534,11,5,A,G,2
535,11,5,C,G,1
536,11,5,C,G,2
537,11,6,A,G,1
538,11,6,A,G,1
539,11,6,A,G,1
540,11,6,A,G,1
541,11,6,A,G,1
542,11,6,A,G,1
543,11,6,A,G,1
544,11,6,A,G,1
545,11,6,A,G,1
546,11,6,A,G,1
547,11,6,A,G,2
548,11,6,A,G,2
549,11,6,A,G,2
550,11,6,A,G,2
551,11,6,A,G,2
552,11,6,A,G,2
553,11,6,A,G,2
554,11,6,A,G,2
555,11,6,C,G,1
556,11,6,D,P,1
557,11,7,A,G,1
558,11,7,A,G,1
559,11,7,A,G,1
560,11,7,A,G,1
561,11,7,A,G,1
562,11,7,A,G,2
563,11,7,A,G,2
564,11,7,A,G,2
565,11,7,A,G,2
566,11,7,D,P,1
567,11,8,A,G,1
568,11,8,A,G,2
569,11,8,C,G,1
570,11,8,C,G,1
571,11,8,C,G,2
572,11,8,C,G,2
573,11,8,D,P,1
574,11,8,D,P,2
575,11,9,A,G,1
576,11,9,A,G,1
577,11,9,A,G,2
578,12,1,B,G,1
579,12,1,C,G,1
580,12,2,C,G,1
581,12,4,B,G,1
582,12,4,B,G,1
583,12,4,B,G,1
584,12,4,C,G,1
585,12,5,C,G,1
586,12,5,C,G,1
587,12,5,D,P,1
588,12,6,B,G,1
589,12,6,D,P,1
590,12,7,B,G,1
591,12,7,B,G,1
592,12,7,C,G,1
593,12,7,C,G,1
594,12,7,C,G,1
595,12,7,D,P,1
596,12,9,B,G,1
597,12,10,C,G,1
598,12,11,A,G,1
599,12,11,A,G,1
600,12,11,A,G,1
601,12,12,A,G,1
602,12,12,A,G,2
603,12,12,ML,ML,ML
604,12,12,ML,ML,ML
605,12,12,ML,ML,ML
606,12,13,A,G,1
607,12,13,A,G,1
608,12,13,A,G,1
609,12,13,A,G,1
610,12,13,A,G,1
611,12,13,A,G,2
612,12,13,A,G,2
613,12,13,A,G,2
614,12,14,A,G,1
615,12,15,A,G,1
616,12,15,A,G,1
617,12,15,A,G,1
618,12,15,A,G,1
619,12,15,A,G,2
620,12,15,A,G,2
621,12,15,A,G,2
622,12,15,D,P,1
623,12,15,D,P,2
624,12,16,A,G,1
625,12,17,A,G,1
626,12,17,A,G,1
627,12,17,A,G,1
628,12,17,A,G,1
629,12,17,A,G,2
630,12,17,A,G,2
631,12,18,A,G,1
632,12,18,A,G,1
633,12,18,A,G,1
634,12,18,A,G,1
635,12,18,A,G,2
636,12,18,A,G,2
637,12,18,C,G,1
638,12,19,A,G,1
639,12,19,A,G,1
640,12,20,A,G,1
641,12,20,A,G,1
642,12,20,A,G,1
643,12,21,A,G,1
644,12,21,A,G,1
645,12,21,A,G,2
646,12,22,A,G,1
647,12,22,A,G,2
648,12,23,B,G,1
649,12,23,B,G,1
650,12,23,D,P,1
651,12,24,B,G,1
652,12,24,C,G,1
653,12,25,A,G,1
654,12,25,A,G,1
655,12,27,C,G,1
656,12,27,C,G,1
657,12,29,C,G,1
658,12,30,A,G,1
659,12,30,A,G,1
660,12,30,A,G,1
661,13,1,B,G,1
662,13,1,C,G,1
663,13,2,C,G,1
664,13,2,C,G,1
665,13,2,C,G,1
666,13,3,D,P,1
667,13,5,C,G,1
668,13,5,C,G,1
669,13,5,C,G,1
670,13,5,C,P,1
671,13,5,D,G,1
672,13,5,D,G,1
673,13,7,C,G,1
674,13,7,D,P,1
675,13,8,B,G,1
676,13,9,C,G,1
677,13,11,A,P,1
678,13,12,A,G,1
679,13,12,A,G,1
680,13,12,A,G,1
681,13,12,A,G,1
682,13,12,A,P,1
683,13,12,C,G,1
684,13,12,C,G,1
685,13,12,C,G,1
686,13,12,C,G,1
687,13,12,C,G,1
688,13,12,C,G,1
689,13,13,D,P,1
690,13,14,C,G,1
691,13,14,C,G,1
692,13,15,B,G,1
693,13,15,C,G,1
694,13,15,C,G,1
695,13,15,D,P,1
696,13,16,C,G,1
697,13,17,C,G,1
698,13,18,C,P,1
699,13,22,C,G,1
700,13,23,C,G,1
701,13,23,C,G,1
702,13,23,D,P,1
703,13,24,C,G,1
704,13,26,A,P,1
705,13,26,A,P,1
706,13,26,A,P,1
707,13,26,A,P,1
708,13,26,A,P,1
709,13,26,A,P,2
710,13,26,A,P,2
711,13,26,A,P,2
712,13,26,A,P,2
713,13,26,A,P,2
714,13,26,C,G,1
715,13,26,C,G,1
716,13,26,C,G,1
717,13,26,C,G,1
718,13,26,C,G,2
719,13,26,C,G,2
720,13,26,C,G,2
721,13,26,D,P,1
722,13,26,D,G,1
723,13,26,D,G,1
724,13,26,D,G,2
725,13,26,D,G,2
726,13,27,B,G,1
727,13,27,C,G,1
728,13,27,C,G,1
729,13,31,C,G,1
730,13,32,A,G,1
731,13,33,A,P,1
732,14,2,B,G,1
733,14,2,C,G,1
734,14,2,C,G,1
735,14,2,D,P,1
736,14,3,C,G,1
737,14,4,A,G,1
738,14,4,C,G,1
739,14,4,C,G,1
740,14,4,C,G,1
741,14,4,C,G,1
742,14,4,C,G,1
743,14,4,D,P,1
744,14,5,D,P,1
745,14,5,D,P,1
746,14,5,D,P,2
747,14,5,D,P,2
748,14,9,C,G,1
749,14,9,C,G,1
750,14,9,C,G,1
751,14,9,C,G,1
